pid,fid18_x,provcd18,urban18,gender_update,wa701code,wc3_b_2,ws3,ws4,ws5,ws602,ws604,wf501,wf502,wf601m,wf602m,wf603m,wf604m,wf801,wf802,wf803,wf804,wt1,wd503r,fincome1,fid18_y,tb4_a18_f,tb4_a18_m
130727551,501364,河北省,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,60000.0,501364,高中,初中
130733104,130733,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,良,很经常（每周5-7次）,很经常（每周5-7次）,很少（每月1次）,偶尔（每周1次）,同意,不同意,同意,同意,是,5000,80000.0,130733,高中,高中
130735401,130735,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,80000.0,130735,高中,初中
130736104,130736,河北省,城镇,女,不适用,初中,不适用,普通初中,不适用,不适用,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,同意,不同意,不同意,同意,是,1000,55000.0,130736,初中,初中
130737104,130737,河北省,城镇,男,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,偶尔（每周1次）,从不,经常（每周2-4次）,同意,同意,同意,同意,是,1200,0.0,130737,初中,高中
130746105,134903,河北省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,不同意,不同意,是,40000,160800.0,134903,硕士,大专
130750401,130750,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,十分不同意,十分不同意,同意,同意,是,1000,81000.0,130750,高中,大专
130750551,130750,河北省,城镇,男,不适用,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,81000.0,130750,高中,大专
130752551,130752,辽宁省,城镇,男,不适用,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,36000.0,130752,高中,大专
130756602,130756,河北省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,79720.0,130756,大专,大专
130766104,130766,河北省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,中,中,不适用,经常（每周2-4次）,经常（每周2-4次）,从不,不同意,不同意,同意,不同意,否,2550,46000.0,130766,初中,初中
130783103,130783,河北省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,良,良,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,既不同意也不反对,同意,既不同意也不反对,是,2000,70000.0,130783,初中,初中
130785571,201607,河北省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,不同意,不同意,不同意,同意,否,不适用,60000.0,201607,大学本科,大专
130788401,130788,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很少（每月1次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,不同意,同意,同意,否,不适用,75000.0,130788,文盲/半文盲,初中
130790401,130790,河北省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,不适用,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,不同意,同意,同意,否,不适用,50000.0,130790,初中,初中
130793104,130793,河北省,乡村,男,不适用,初中,不适用,普通初中,不适用,不适用,不是重点班,差,差,从不,很少（每月1次）,很少（每月1次）,很少（每月1次）,不同意,不同意,同意,不同意,否,不适用,64650.0,130793,高中,文盲/半文盲
130794104,130794,河北省,乡村,男,不适用,初中,不适用,普通初中,不适用,不适用,不是重点班,良,中,从不,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,十分同意,同意,同意,否,不适用,15000.0,130794,初中,初中
130799105,130799,河北省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,是重点班,中,良,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,从不,同意,同意,同意,同意,否,不适用,50000.0,130799,文盲/半文盲,小学
130799106,130799,河北省,城镇,男,不适用,小学,普通小学,不适用,不适用,不适用,不是重点班,差,优,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,从不,不同意,十分不同意,不同意,同意,否,不适用,50000.0,130799,文盲/半文盲,小学
130809621,648658,河北省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,20000.0,648658,初中,文盲/半文盲
130810105,130810,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,十分同意,十分同意,是,1000,25000.0,130810,高中,初中
130810106,130810,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,是,2000,25000.0,130810,高中,初中
130813522,185121,河北省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,十分同意,同意,否,不适用,20000.0,185121,初中,初中
130815104,101023,河北省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,同意,不同意,是,500,58000.0,101023,高中,高中
130815501,101023,河北省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,十分同意,否,不适用,58000.0,101023,高中,高中
130816104,130816,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,十分同意,十分同意,否,不适用,10000.0,130816,小学,小学
130816401,278358,内蒙古自治区,城镇,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,优,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,不同意,不同意,否,不适用,53300.0,278358,初中,初中
130822104,130822,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,同意,十分同意,十分同意,十分同意,否,不适用,25000.0,130822,高中,初中
130822621,556969,河北省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,50000.0,556969,初中,大学本科
130823104,130823,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,60360.0,130823,高中,小学
130835104,130835,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,不适用,不是重点班,中,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,不同意,同意,否,不适用,25000.0,130835,初中,小学
130841103,130841,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,十分同意,否,不适用,14400.0,130841,初中,文盲/半文盲
130841104,130841,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,十分同意,同意,否,不适用,14400.0,130841,初中,文盲/半文盲
130841521,130841,河北省,乡村,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,14400.0,130841,初中,文盲/半文盲
130844103,130844,河北省,乡村,女,不适用,高中/中专/技校/职高,不适用,不适用,普通高中,是,不是重点班,优,优,从不,很少（每月1次）,不适用,偶尔（每周1次）,十分同意,同意,同意,同意,否,不适用,90210.0,130844,初中,初中
130844104,130844,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,从不,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,不同意,不同意,否,不适用,90210.0,130844,初中,初中
130846103,130846,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,8000.0,130846,初中,初中
130846401,130846,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,良,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,8000.0,130846,初中,初中
130847571,219610,河北省,乡村,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,90000.0,219610,初中,小学
130851571,201661,辽宁省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,很少（每月1次）,很少（每月1次）,从不,同意,同意,同意,不同意,否,500,280000.0,201661,大学本科,大专
130858105,168642,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,优,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,是,1000,19300.0,168642,高中,初中
130858501,130858,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,10000.0,130858,高中,初中
130859502,160521,河北省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,十分同意,同意,否,不适用,50000.0,160521,初中,初中
130859551,130859,河北省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,40000.0,130859,初中,初中
130859552,130859,河北省,乡村,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,40000.0,130859,初中,初中
130863104,130863,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用,57100.0,130863,初中,初中
130865105,130865,河北省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,中,差,经常（每周2-4次）,偶尔（每周1次）,很经常（每周5-7次）,偶尔（每周1次）,既不同意也不反对,同意,不同意,同意,否,不适用,72500.0,130865,初中,文盲/半文盲
130872105,130872,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,优,偶尔（每周1次）,很少（每月1次）,偶尔（每周1次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,27750.0,130872,初中,初中
130873105,117697,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,中,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,不同意,不同意,否,不适用,50000.0,117697,初中,文盲/半文盲
130873551,117697,河北省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,50000.0,117697,初中,文盲/半文盲
130875105,185173,河北省,乡村,女,汉族,初中,不适用,普通初中,不适用,是,是重点班,良,优,从不,从不,经常（每周2-4次）,从不,同意,同意,同意,同意,否,不适用,60000.0,185173,高中,大专
130875106,130875,河北省,乡村,男,汉族,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,差,差,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,从不,同意,同意,同意,同意,否,不适用,68200.0,130875,初中,初中
130875551,130875,河北省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,68200.0,130875,初中,初中
130876501,130876,天津市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用,35000.0,130876,高中,初中
130876551,130876,天津市,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,十分同意,十分同意,十分同意,十分同意,是,1000,35000.0,130876,高中,初中
130877105,130877,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,中,很经常（每周5-7次）,很少（每月1次）,很少（每月1次）,很少（每月1次）,不同意,不同意,同意,同意,是,2200,81830.0,130877,初中,初中
130877106,130877,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,良,经常（每周2-4次）,很少（每月1次）,很少（每月1次）,很少（每月1次）,同意,不同意,同意,同意,是,1800,81830.0,130877,初中,初中
130878105,130878,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,差,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,从不,同意,不同意,不同意,不同意,是,2000,40000.0,130878,小学,初中
130880105,130880,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,是重点班,优,差,从不,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,96750.0,130880,小学,初中
130880401,130880,河北省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,从不,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,96750.0,130880,小学,初中
130880402,130880,河北省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,不同意,不同意,是,300,96750.0,130880,小学,初中
130881106,130881,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,良,从不,很少（每月1次）,从不,从不,不同意,不同意,同意,不同意,否,700,84200.0,130881,高中,初中
130884106,130884,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,不适用,是重点班,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,54500.0,130884,小学,初中
130886401,130886,河北省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,不同意,同意,是,2000,113000.0,130886,初中,初中
130887106,130887,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,差,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,是,6100,150000.0,130887,初中,初中
130887401,130887,河北省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,从不,从不,从不,同意,不同意,同意,不同意,是,不知道,150000.0,130887,初中,初中
130887601,130887,河北省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,150000.0,130887,初中,初中
130890521,130890,河北省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,不同意,同意,同意,否,0,92500.0,130890,高中,高中
130890551,130890,河北省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,92500.0,130890,高中,高中
130890571,236989,河北省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,140405.0,236989,大学本科,大专
130891501,130891,河北省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,从不,很经常（每周5-7次）,很经常（每周5-7次）,同意,十分同意,同意,同意,否,不适用,20400.0,130891,小学,文盲/半文盲
130892105,130892,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,从不,从不,很少（每月1次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,72400.0,130892,初中,初中
130892401,130892,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,从不,从不,从不,从不,同意,不同意,不同意,不同意,否,不适用,72400.0,130892,初中,初中
130892551,130892,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,从不,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,72400.0,130892,初中,初中
130893106,130893,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,从不,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,同意,同意,否,不适用,112500.0,130893,高中,初中
130893401,130893,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,良,偶尔（每周1次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,不同意,同意,否,不适用,112500.0,130893,高中,初中
130894401,130894,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不知道,良,良,从不,经常（每周2-4次）,从不,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,109870.0,130894,初中,高中
130894551,130894,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,109870.0,130894,初中,高中
130896521,101129,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,不同意,否,不适用,41500.0,101129,高中,不适用
130897104,130897,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,是重点班,中,中,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,十分同意,同意,十分同意,否,不适用,34400.0,130897,小学,小学
130898103,130898,河北省,乡村,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,差,差,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,90700.0,130898,初中,初中
130898104,130898,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,90700.0,130898,初中,初中
130899104,130899,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,差,从不,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,不同意,否,不适用,85100.0,130899,初中,小学
130900106,130900,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,是,不是重点班,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,十分同意,同意,否,不适用,91300.0,130900,初中,初中
130900501,130900,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,91300.0,130900,初中,初中
130901106,557040,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,良,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,不同意,不同意,否,不适用,100000.0,557040,小学,高中
130901501,557040,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,100000.0,557040,小学,高中
130902105,130902,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,中,良,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,同意,同意,同意,不同意,否,1000,11600.0,130902,初中,初中
130902401,130902,河北省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,同意,同意,否,2000,11600.0,130902,初中,初中
130903104,130903,河北省,乡村,男,不适用,初中,不适用,普通初中,不适用,不适用,就读学校没有重点班和非重点班的区分,不知道,不知道,不适用,从不,很少（每月1次）,从不,不同意,不同意,不同意,不同意,否,不适用,12000.0,130903,初中,初中
130904531,130904,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,是,不知道,优,优,不适用,经常（每周2-4次）,从不,从不,十分同意,同意,同意,同意,否,不适用,40000.0,130904,高中,初中
130906401,130906,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,中,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,不同意,不同意,否,不适用,88300.0,130906,初中,初中
130906502,130906,河北省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,88300.0,130906,初中,初中
130906601,130906,河北省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,88300.0,130906,初中,初中
130911105,160582,河北省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,良,中,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用,100000.0,160582,初中,高中
130911106,160582,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,优,经常（每周2-4次）,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,同意,同意,否,3000,100000.0,160582,初中,高中
130913502,130913,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,91110.0,130913,初中,初中
130913551,130913,河北省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,91110.0,130913,初中,初中
130914106,253498,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,中,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,十分同意,十分同意,十分同意,否,不适用,300000.0,253498,初中,初中
130914401,253498,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,300000.0,253498,初中,初中
130914571,253498,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,300000.0,253498,初中,初中
130917105,130917,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,不同意,同意,是,1000,93000.0,130917,高中,高中
130917401,130917,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,93000.0,130917,高中,高中
130918104,199214,河北省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,1500,110500.0,199214,高中,初中
130920104,130920,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,优,差,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,偶尔（每周1次）,不同意,不同意,同意,同意,否,不适用,119100.0,130920,初中,初中
130920551,130920,河北省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,119100.0,130920,初中,初中
130923105,130923,河北省,乡村,女,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,很少（每月1次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,是,100,93950.0,130923,初中,小学
130926103,130926,河北省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,差,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,十分同意,同意,不同意,不同意,否,不适用,50000.0,130926,小学,初中
130926501,130926,河北省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,不同意,同意,否,不适用,50000.0,130926,小学,初中
