pid,fid18,provcd18,urban18,gender_update,wa701code,wc3_b_2,ws3,ws4,ws5,ws602,ws604,wf501,wf502,wf601m,wf602m,wf603m,wf604m,wf801,wf802,wf803,wf804,wt1,wd503r
311969571,173710,上海市,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,0
311977105,245000,上海市,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,差,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,不同意,不同意,否,不适用
311979551,311979,上海市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,5000
311986502,311986,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,既不同意也不反对,既不同意也不反对,不同意,同意,否,不适用
311987105,311987,上海市,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,从不,同意,同意,不同意,不同意,是,25000
311987571,311987,上海市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,是,4000
311993105,311993,上海市,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,良,从不,从不,很经常（每周5-7次）,从不,不同意,不同意,不同意,不同意,否,20000
311994105,311994,上海市,城镇,男,不适用,初中,不适用,普通初中,不适用,否,不知道,差,差,从不,从不,很少（每月1次）,从不,十分同意,不同意,十分同意,十分同意,否,不适用
311998601,311998,上海市,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312002107,312002,上海市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,不同意,不同意,否,10000
312002551,312002,上海市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很少（每月1次）,很少（每月1次）,偶尔（每周1次）,同意,同意,不同意,同意,否,不适用
312004401,312004,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,不同意,同意,否,6000
312012502,312012,上海市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,十分不同意,是,7000
312012551,312012,上海市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312016551,312016,上海市,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312035103,312035,上海市,乡村,女,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,差,优,经常（每周2-4次）,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,同意,同意,同意,否,不适用
312036431,312036,上海市,乡村,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,优,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,很少（每月1次）,不同意,不同意,同意,十分同意,否,不适用
312055601,312055,上海市,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312057621,599339,上海市,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312059401,185042,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,从不,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,不同意,同意,否,不适用
312064621,264339,上海市,缺失,女,汉族,不适用,,,,,,,,,,,,,,,,,
312072401,242104,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,优,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,不同意,不同意,否,4000
312082105,312082,上海市,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,差,很经常（每周5-7次）,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,十分不同意,同意,同意,否,不适用
312090601,312090,上海市,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312096107,527096,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,中,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,同意,既不同意也不反对,是,9600
312101521,312101,上海市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,同意,不同意,同意,同意,否,不适用
312109105,312109,上海市,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,不同意,同意,同意,不同意,否,1400
312118401,312118,上海市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,很经常（每周5-7次）,不适用,同意,同意,同意,同意,是,10000
312118601,312118,上海市,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312129401,312129,上海市,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,不同意,是,10000
312129601,312129,上海市,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312134103,312134,上海市,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,良,差,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,不同意,不同意,是,6000
312137105,312137,上海市,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,中,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,6000
312138602,312138,上海市,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312144107,106335,上海市,乡村,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,良,偶尔（每周1次）,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,同意,同意,否,不适用
312157103,312157,上海市,乡村,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,是,20000
312167401,312167,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,是重点班,优,优,不适用,经常（每周2-4次）,从不,很经常（每周5-7次）,同意,既不同意也不反对,同意,既不同意也不反对,是,20000
312173105,312173,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,是,是重点班,优,优,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,是,8000
312188103,312188,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,不适用,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,同意,不同意,是,3000
312203104,312203,上海市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,良,偶尔（每周1次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,同意,同意,不同意,是,20000
312227103,312227,上海市,城镇,女,不适用,初中,不适用,普通初中,不适用,是,就读学校没有重点班和非重点班的区分,优,良,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,从不,同意,不同意,同意,同意,是,6000
312230103,312230,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,不同意,不同意,否,不适用
312230501,312230,上海市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
312231104,312231,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,十分不同意,同意,不同意,是,3000
312237401,312237,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,十分同意,十分同意,十分同意,同意,是,16000
312248501,312248,上海市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,很少（每月1次）,同意,不同意,同意,同意,否,1500
312268104,312268,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,十分同意,否,不适用
312287601,312287,上海市,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312292105,312292,上海市,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
312295105,312295,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,不适用,很经常（每周5-7次）,从不,同意,同意,同意,不同意,否,不适用
312295551,312295,上海市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,是,不知道
312326106,662446,上海市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,很经常（每周5-7次）,十分同意,既不同意也不反对,既不同意也不反对,不同意,是,7000
312332103,312332,上海市,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,同意,同意,不同意,是,10000
312342552,312342,上海市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
312352602,312352,上海市,城镇,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,既不同意也不反对,不同意,不同意,不同意,是,24000
312357621,527242,上海市,缺失,女,汉族,不适用,,,,,,,,,,,,,,,,,
312366502,312366,上海市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很少（每月1次）,很经常（每周5-7次）,十分同意,同意,同意,同意,是,800
312388105,312388,上海市,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,中,很少（每月1次）,很少（每月1次）,从不,从不,既不同意也不反对,不同意,同意,同意,是,2400
312394401,312394,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,不同意,否,3000
312395521,312395,上海市,城镇,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,既不同意也不反对,否,不适用
312396105,312396,上海市,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
312397104,312397,上海市,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,中,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,不同意,不同意,否,不适用
312397601,312397,上海市,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312399502,173999,上海市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,既不同意也不反对,否,3500
312421571,174015,上海市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,不适用,同意,是,7000
312421572,174015,上海市,乡村,男,不适用,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,不适用,不同意,是,8000
312442501,312442,上海市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
312446571,312446,上海市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312448401,312448,上海市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
312451551,312451,上海市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312454103,312454,上海市,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,良,从不,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,不同意,不同意,同意,同意,否,2500
312465552,312465,上海市,城镇,男,汉族,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,十分同意,是,1500
312466104,312466,上海市,城镇,女,汉族,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,十分同意,同意,同意,同意,否,不适用
312466401,312466,上海市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,不同意,同意,同意,是,10000
312469401,225698,上海市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,是,2000
312477601,312477,上海市,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
312486521,312486,上海市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,不同意,是,26000
312498103,312498,上海市,城镇,男,不适用,初中,不适用,普通初中,不适用,不适用,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,很少（每月1次）,很少（每月1次）,偶尔（每周1次）,同意,既不同意也不反对,同意,同意,否,不适用
312498104,312498,上海市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,从不,经常（每周2-4次）,偶尔（每周1次）,从不,同意,不同意,十分同意,同意,是,0
312510106,312510,上海市,乡村,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,中,良,不适用,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,不同意,不同意,同意,既不同意也不反对,否,不适用
312510107,312510,上海市,乡村,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,差,差,很经常（每周5-7次）,偶尔（每周1次）,很经常（每周5-7次）,偶尔（每周1次）,不同意,十分不同意,同意,十分不同意,否,不适用
312523571,258880,上海市,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
313409552,313409,辽宁省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
314622551,314622,湖南省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
317095553,317095,贵州省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,从不,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用
317095602,317095,贵州省,乡村,男,苗族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
320015105,320015,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,既不同意也不反对,既不同意也不反对,同意,同意,是,5000
320018108,320018,江苏省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,不同意,不同意,是,1000
320022105,320022,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,既不同意也不反对,否,不适用
320027502,320027,江苏省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用
320027601,320027,江苏省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
320029105,174151,江苏省,城镇,男,不适用,高中/中专/技校/职高,不适用,不适用,普通高中,否,不是重点班,良,中,从不,很少（每月1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
320035552,320035,江苏省,城镇,男,汉族,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,不适用,同意,是,18000
320055105,320055,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,800
320061103,320061,江苏省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,差,差,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,从不,不同意,不同意,不同意,不同意,否,不适用
320061401,320061,江苏省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,很少（每月1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
320068552,673455,江苏省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,是,3500
320074105,320074,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,同意,不同意,否,不适用
320077521,320077,江苏省,缺失,男,汉族,不适用,,,,,,,,,,,,,,,,,
320109551,320109,江苏省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
320113401,123318,江苏省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,同意,同意,十分同意,否,不适用
320122105,320122,江苏省,乡村,女,不适用,初中,不适用,普通初中,不适用,是,不是重点班,中,中,很经常（每周5-7次）,很少（每月1次）,很少（每月1次）,从不,同意,同意,同意,同意,是,3000
320126601,320126,江苏省,乡村,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,十分同意,十分同意,同意,否,不适用
320128105,320128,江苏省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
320128106,320128,江苏省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
320129551,320129,江苏省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
320132551,320132,广东省,缺失,女,不适用,托儿所,,,,,,,,,,,,,,,,,
320133105,320133,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,良,良,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,既不同意也不反对,同意,同意,不同意,否,不适用
320133401,320133,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
320137401,320137,江苏省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,偶尔（每周1次）,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,同意,同意,否,2000
320137501,320137,江苏省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,既不同意也不反对,不同意,不同意,不同意,否,不适用
320141105,320141,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,从不,很少（每月1次）,很经常（每周5-7次）,从不,既不同意也不反对,同意,同意,不同意,是,5850
320141106,320141,江苏省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,从不,偶尔（每周1次）,很经常（每周5-7次）,偶尔（每周1次）,同意,同意,同意,同意,是,7000
320142602,320142,江苏省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
320148104,320148,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,不知道,优,良,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
320151106,320151,江苏省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,差,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,同意,不同意,是,0
320151107,320151,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,偶尔（每周1次）,从不,偶尔（每周1次）,同意,不同意,同意,不同意,是,0
320151601,320151,江苏省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
320154105,320154,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,从不,同意,同意,十分同意,既不同意也不反对,是,1500
320159104,320159,江苏省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,从不,很经常（每周5-7次）,十分同意,十分同意,十分同意,十分同意,是,5000
320165104,320165,江苏省,城镇,男,不适用,初中,不适用,普通初中,不适用,是,就读学校没有重点班和非重点班的区分,良,差,从不,很少（每月1次）,从不,从不,不同意,不同意,同意,同意,否,不适用
320165401,320165,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,从不,很少（每月1次）,从不,从不,同意,既不同意也不反对,同意,同意,是,4800
320166105,320166,江苏省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,同意,不同意,是,3500
320166551,320166,江苏省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
320175401,618072,江苏省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,十分不同意,同意,不同意,否,不适用
